sma_fast,sma_slow,rsi_lower,rsi_upper,momentum_threshold,total_return_pct,sharpe_ratio,max_drawdown_pct,win_rate,profit_factor,num_trades,avg_trade_pnl,final_capital,timeframe
15,60,30,65,0.0001,-6.443000000000302,-0.08539718741738493,-28.955172629081716,0.45454545454545453,0.927233214493697,66,-7.762121212121614,9355.69999999997,4H
15,60,30,70,0.0,30.816999999999663,0.7852379157762157,-11.05874938729786,0.4819277108433735,1.5166478420642324,83,39.128915662650336,13081.699999999966,4H
15,60,30,70,5e-05,30.816999999999663,0.7852379157762157,-11.05874938729786,0.4819277108433735,1.5166478420642324,83,39.128915662650336,13081.699999999966,4H
15,60,30,70,0.0001,30.856999999999662,0.7860876562557033,-11.030740144247652,0.4878048780487805,1.5171305357966887,82,39.63048780487778,13085.699999999966,4H
15,60,30,75,0.0,13.574999999999763,0.38799761301683205,-14.52289490573243,0.4777777777777778,1.2117535257822807,90,17.08333333333316,11357.499999999976,4H
15,60,30,75,5e-05,13.574999999999763,0.38799761301683205,-14.52289490573243,0.4777777777777778,1.2117535257822807,90,17.08333333333316,11357.499999999976,4H
15,60,30,75,0.0001,13.614999999999764,0.3888689043660506,-14.52289490573243,0.48314606741573035,1.2120873973659534,89,17.2977528089886,11361.499999999976,4H
15,60,35,65,0.0,-30.65300000000023,-0.6655885045254986,-41.30058590490251,0.46551724137931033,0.6242116127059342,58,-50.85000000000036,6934.699999999977,4H
15,60,35,65,5e-05,-30.65300000000023,-0.6655885045254986,-41.30058590490251,0.46551724137931033,0.6242116127059342,58,-50.85000000000036,6934.699999999977,4H
15,60,35,65,0.0001,-30.61300000000023,-0.6645529237176268,-41.2654491791183,0.47368421052631576,0.6243707225061472,57,-51.70701754386001,6938.699999999977,4H
15,60,35,70,0.0,10.180999999999676,0.31365154631061964,-19.797619256940997,0.5135135135135135,1.1701143724105707,74,15.758108108107837,11018.099999999968,4H
15,60,35,70,5e-05,10.180999999999676,0.31365154631061964,-19.797619256940997,0.5135135135135135,1.1701143724105707,74,15.758108108107837,11018.099999999968,4H
15,60,35,70,0.0001,10.220999999999677,0.3145412576746087,-19.797619256940997,0.5205479452054794,1.1704558720522968,73,16.00136986301343,11022.099999999968,4H
15,60,35,75,0.0,-1.2070000000002439,0.05925361835779911,-24.722088648771084,0.5061728395061729,1.0054797792166417,81,0.5098765432097006,9879.299999999976,4H
15,60,35,75,5e-05,-1.2070000000002439,0.05925361835779911,-24.722088648771084,0.5061728395061729,1.0054797792166417,81,0.5098765432097006,9879.299999999976,4H
15,60,35,75,0.0001,-1.1670000000002436,0.06014391348206215,-24.722088648771084,0.5125,1.0057466687901453,80,0.541249999999826,9883.299999999976,4H
15,70,25,65,0.0,16.30399999999994,0.46960686659164613,-20.300712762083123,0.5370370370370371,1.3176262081818355,54,32.19259259259258,11630.399999999994,4H
15,70,25,65,5e-05,16.30399999999994,0.46960686659164613,-20.300712762083123,0.5370370370370371,1.3176262081818355,54,32.19259259259258,11630.399999999994,4H
15,70,25,65,0.0001,16.30399999999994,0.46960686659164613,-20.300712762083123,0.5370370370370371,1.3176262081818355,54,32.19259259259258,11630.399999999994,4H
15,70,25,70,0.0,16.131999999999934,0.44655434170338143,-16.02138927451286,0.46875,1.2955143327506324,64,27.20624999999996,11613.199999999993,4H
15,70,25,70,5e-05,16.131999999999934,0.44655434170338143,-16.02138927451286,0.46875,1.2955143327506324,64,27.20624999999996,11613.199999999993,4H
15,70,25,70,0.0001,16.131999999999934,0.44655434170338143,-16.02138927451286,0.46875,1.2955143327506324,64,27.20624999999996,11613.199999999993,4H
15,70,25,75,0.0,17.22599999999993,0.4734438836815124,-13.912953617746979,0.4246575342465753,1.292361610914667,73,25.597260273972598,11722.599999999993,4H
15,70,25,75,5e-05,17.22599999999993,0.4734438836815124,-13.912953617746979,0.4246575342465753,1.292361610914667,73,25.597260273972598,11722.599999999993,4H
15,70,25,75,0.0001,17.22599999999993,0.4734438836815124,-13.912953617746979,0.4246575342465753,1.292361610914667,73,25.597260273972598,11722.599999999993,4H
15,70,30,65,0.0,16.423999999999943,0.472411320933101,-20.264958725582694,0.5294117647058824,1.329399323979833,51,34.203921568627436,11642.399999999994,4H
15,70,30,65,5e-05,16.423999999999943,0.472411320933101,-20.264958725582694,0.5294117647058824,1.329399323979833,51,34.203921568627436,11642.399999999994,4H
15,70,30,65,0.0001,16.423999999999943,0.472411320933101,-20.264958725582694,0.5294117647058824,1.329399323979833,51,34.203921568627436,11642.399999999994,4H
15,70,30,70,0.0,22.823999999999906,0.5929677032766235,-12.974103210105072,0.4918032786885246,1.4596444274517302,61,39.416393442622876,12282.39999999999,4H
15,70,30,70,5e-05,22.823999999999906,0.5929677032766235,-12.974103210105072,0.4918032786885246,1.4596444274517302,61,39.416393442622876,12282.39999999999,4H
15,70,30,70,0.0001,22.823999999999906,0.5929677032766235,-12.974103210105072,0.4918032786885246,1.4596444274517302,61,39.416393442622876,12282.39999999999,4H
15,70,30,75,0.0,32.195999999999856,0.7989547575597764,-10.885103597940205,0.4714285714285714,1.6360108286163222,70,47.99428571428563,13219.599999999986,4H
15,70,30,75,5e-05,32.195999999999856,0.7989547575597764,-10.885103597940205,0.4714285714285714,1.6360108286163222,70,47.99428571428563,13219.599999999986,4H
15,70,30,75,0.0001,32.195999999999856,0.7989547575597764,-10.885103597940205,0.4714285714285714,1.6360108286163222,70,47.99428571428563,13219.599999999986,4H
15,70,35,65,0.0,-8.025999999999948,-0.1087577497616953,-30.228657637232438,0.43902439024390244,0.8582862986489419,41,-17.57560975609734,9197.400000000005,4H
15,70,35,65,5e-05,-8.025999999999948,-0.1087577497616953,-30.228657637232438,0.43902439024390244,0.8582862986489419,41,-17.57560975609734,9197.400000000005,4H
15,70,35,65,0.0001,-8.025999999999948,-0.1087577497616953,-30.228657637232438,0.43902439024390244,0.8582862986489419,41,-17.57560975609734,9197.400000000005,4H
15,70,35,70,0.0,1.10799999999992,0.11475303939470993,-28.51082532342212,0.43137254901960786,1.0368816943394907,51,4.1725490196077075,10110.799999999992,4H
15,70,35,70,5e-05,1.10799999999992,0.11475303939470993,-28.51082532342212,0.43137254901960786,1.0368816943394907,51,4.1725490196077075,10110.799999999992,4H
15,70,35,70,0.0001,1.10799999999992,0.11475303939470993,-28.51082532342212,0.43137254901960786,1.0368816943394907,51,4.1725490196077075,10110.799999999992,4H
15,70,35,75,0.0,10.479999999999855,0.30605145730444894,-24.762614213916066,0.4166666666666667,1.2006493618044685,60,19.466666666666526,11047.999999999985,4H
15,70,35,75,5e-05,10.479999999999855,0.30605145730444894,-24.762614213916066,0.4166666666666667,1.2006493618044685,60,19.466666666666526,11047.999999999985,4H
15,70,35,75,0.0001,10.479999999999855,0.30605145730444894,-24.762614213916066,0.4166666666666667,1.2006493618044685,60,19.466666666666526,11047.999999999985,4H
20,40,25,65,0.0,-35.11700000000011,-0.7643313913128114,-37.7731654259885,0.4186046511627907,0.6753633049817731,86,-38.8337209302327,6488.299999999989,4H
20,40,25,65,5e-05,-35.11700000000011,-0.7643313913128114,-37.7731654259885,0.4186046511627907,0.6753633049817731,86,-38.8337209302327,6488.299999999989,4H
20,40,25,65,0.0001,-35.38100000000005,-0.7701644352233058,-38.03660167242108,0.4117647058823529,0.673085695982606,85,-39.62470588235304,6461.899999999995,4H
20,40,25,70,0.0,-28.68800000000002,-0.59291265498534,-32.83063411870255,0.42424242424242425,0.7424468895553472,99,-26.977777777777867,7131.199999999998,4H
20,40,25,70,5e-05,-28.68800000000002,-0.59291265498534,-32.83063411870255,0.42424242424242425,0.7424468895553472,99,-26.977777777777867,7131.199999999998,4H
20,40,25,70,0.0001,-28.951999999999963,-0.5986482187877484,-33.07993767411115,0.41836734693877553,0.7400891662092804,98,-27.542857142857173,7104.800000000004,4H
20,40,25,75,0.0,-28.036000000000076,-0.5488798841384125,-32.31757739356896,0.42592592592592593,0.7541799665602669,108,-23.95925925925937,7196.399999999992,4H
20,40,25,75,5e-05,-28.036000000000076,-0.5488798841384125,-32.31757739356896,0.42592592592592593,0.7541799665602669,108,-23.95925925925937,7196.399999999992,4H
20,40,25,75,0.0001,-28.30000000000002,-0.5542768529097883,-32.56850649659241,0.4205607476635514,0.7518403278439704,107,-24.448598130841184,7169.999999999998,4H
20,40,30,65,0.0,-35.07100000000013,-0.7625635614509549,-37.727263655776774,0.4,0.657094559983607,80,-41.8387500000002,6492.899999999987,4H
20,40,30,65,5e-05,-35.07100000000013,-0.7625635614509549,-37.727263655776774,0.4,0.657094559983607,80,-41.8387500000002,6492.899999999987,4H
20,40,30,65,0.0001,-35.33500000000007,-0.7683919280012256,-37.99069990220936,0.3924050632911392,0.6547226938892405,79,-42.72784810126596,6466.499999999993,4H
20,40,30,70,0.0,-25.554000000000116,-0.5209928898397241,-29.871098729874078,0.41935483870967744,0.7550045495905361,93,-25.47741935483885,7444.5999999999885,4H
20,40,30,70,5e-05,-25.554000000000116,-0.5209928898397241,-29.871098729874078,0.41935483870967744,0.7550045495905361,93,-25.47741935483885,7444.5999999999885,4H
20,40,30,70,0.0001,-25.81800000000006,-0.5268268405257814,-30.120402285282683,0.41304347826086957,0.7524570531879746,92,-26.063043478260965,7418.199999999994,4H
20,40,30,75,0.0,-28.05200000000014,-0.5485368922943287,-33.40303586195097,0.4215686274509804,0.7394944517886458,102,-25.50196078431392,7194.799999999986,4H
20,40,30,75,5e-05,-28.05200000000014,-0.5485368922943287,-33.40303586195097,0.4215686274509804,0.7394944517886458,102,-25.50196078431392,7194.799999999986,4H
20,40,30,75,0.0001,-28.316000000000084,-0.5539214482987755,-33.65396496497442,0.4158415841584158,0.7370505179792799,101,-26.035643564356583,7168.399999999991,4H
20,40,35,65,0.0,-28.928000000000132,-0.6468031494840127,-34.0790562515638,0.4057971014492754,0.6726010791281393,69,-39.924637681159645,7107.199999999987,4H
20,40,35,65,5e-05,-28.928000000000132,-0.6468031494840127,-34.0790562515638,0.4057971014492754,0.6726010791281393,69,-39.924637681159645,7107.199999999987,4H
20,40,35,65,0.0001,-29.192000000000075,-0.6529117468379172,-34.333083155322186,0.39705882352941174,0.6698222886563686,68,-40.92941176470601,7080.799999999993,4H
20,40,35,70,0.0,-22.368000000000148,-0.4308835698614387,-34.37615681175921,0.4146341463414634,0.760886868849999,82,-25.278048780488014,7763.199999999985,4H
20,40,35,70,5e-05,-22.368000000000148,-0.4308835698614387,-34.37615681175921,0.4146341463414634,0.760886868849999,82,-25.278048780488014,7763.199999999985,4H
20,40,35,70,0.0001,-22.632000000000087,-0.4364789902809917,-34.61451646397076,0.4074074074074074,0.7580349842812552,81,-25.94074074074089,7736.799999999991,4H
20,40,35,75,0.0,-16.51800000000021,-0.28442691500580825,-32.196491355579546,0.4175824175824176,0.8284006397907813,91,-16.15164835164863,8348.199999999979,4H
20,40,35,75,5e-05,-16.51800000000021,-0.28442691500580825,-32.196491355579546,0.4175824175824176,0.8284006397907813,91,-16.15164835164863,8348.199999999979,4H
20,40,35,75,0.0001,-16.78200000000017,-0.2899525810924772,-32.43633654641087,0.4111111111111111,0.8253947905133713,90,-16.646666666666892,8321.799999999983,4H
20,50,25,65,0.0,-27.795000000000066,-0.5910958676720114,-38.08300974755871,0.4166666666666667,0.6953073517000583,72,-36.60416666666683,7220.499999999994,4H
20,50,25,65,5e-05,-27.795000000000066,-0.5910958676720114,-38.08300974755871,0.4166666666666667,0.6953073517000583,72,-36.60416666666683,7220.499999999994,4H
20,50,25,65,0.0001,-27.755000000000063,-0.5900620504012235,-38.04746714530708,0.4225352112676056,0.6954681591637076,71,-37.091549295774804,7224.499999999994,4H
20,50,25,70,0.0,-36.38500000000006,-0.7799878215739505,-42.7113088269727,0.3875,0.6251010400387987,80,-43.48125000000014,6361.499999999994,4H
20,50,25,70,5e-05,-36.38500000000006,-0.7799878215739505,-42.7113088269727,0.3875,0.6251010400387987,80,-43.48125000000014,6361.499999999994,4H
20,50,25,70,0.0001,-31.925000000000065,-0.6614563224455577,-38.53430110044496,0.3924050632911392,0.6648997846612549,79,-38.41139240506343,6807.499999999994,4H
20,50,25,75,0.0,-19.85099999999985,-0.3934607996880384,-29.602189235087568,0.4157303370786517,0.8038319583152418,89,-20.30449438202238,8014.900000000015,4H
20,50,25,75,5e-05,-19.85099999999985,-0.3934607996880384,-29.602189235087568,0.4157303370786517,0.8038319583152418,89,-20.30449438202238,8014.900000000015,4H
20,50,25,75,0.0001,-15.39099999999984,-0.28061299821810226,-29.457002824535483,0.42045454545454547,0.8483591055734796,88,-15.489772727272639,8460.900000000016,4H
20,50,30,65,0.0,-32.99300000000008,-0.7040911723827564,-42.70177091015724,0.4117647058823529,0.6419540685236949,68,-46.519117647059005,6700.699999999992,4H
20,50,30,65,5e-05,-32.99300000000008,-0.7040911723827564,-42.70177091015724,0.4117647058823529,0.6419540685236949,68,-46.519117647059005,6700.699999999992,4H
20,50,30,65,0.0001,-32.95300000000008,-0.7030615057589885,-42.66622830790561,0.417910447761194,0.642099423745315,67,-47.18358208955242,6704.699999999992,4H
20,50,30,70,0.0,-41.58300000000008,-0.8848115469641061,-47.57948958089451,0.3815789473684211,0.5766666314443604,76,-52.714473684210695,5841.6999999999925,4H
20,50,30,70,5e-05,-41.58300000000008,-0.8848115469641061,-47.57948958089451,0.3815789473684211,0.5766666314443604,76,-52.714473684210695,5841.6999999999925,4H
20,50,30,70,0.0001,-37.123000000000076,-0.7661972843760028,-43.40248185436676,0.38666666666666666,0.6144989015983631,75,-47.4973333333335,6287.6999999999925,4H
20,50,30,75,0.0,-24.253000000000046,-0.4897641901903842,-33.47558668508641,0.4235294117647059,0.7568121286621587,85,-26.532941176470644,7574.699999999995,4H
20,50,30,75,5e-05,-24.253000000000046,-0.4897641901903842,-33.47558668508641,0.4235294117647059,0.7568121286621587,85,-26.532941176470644,7574.699999999995,4H
20,50,30,75,0.0001,-19.79300000000002,-0.3766696847655173,-33.33040027453429,0.42857142857142855,0.799876255400015,84,-21.5630952380953,8020.699999999998,4H
20,50,35,65,0.0,-57.287000000000155,-1.1159150625675704,-61.362827944894796,0.3793103448275862,0.408142820988695,58,-96.7706896551727,4271.299999999985,4H
20,50,35,65,5e-05,-57.287000000000155,-1.1159150625675704,-61.362827944894796,0.3793103448275862,0.408142820988695,58,-96.7706896551727,4271.299999999985,4H
20,50,35,65,0.0001,-57.24700000000015,-1.1150281798237038,-61.324373431777005,0.38596491228070173,0.40822891617094803,57,-98.43333333333364,4275.299999999985,4H
20,50,35,70,0.0,-47.793000000000205,-0.9189685128278845,-50.67355253115018,0.36363636363636365,0.4909300032862295,66,-70.41363636363661,5220.69999999998,4H
20,50,35,70,5e-05,-47.793000000000205,-0.9189685128278845,-50.67355253115018,0.36363636363636365,0.4909300032862295,66,-70.41363636363661,5220.69999999998,4H
20,50,35,70,0.0001,-43.3330000000002,-0.8075654002679592,-47.2656443602987,0.36923076923076925,0.5280372782393878,65,-64.6661538461541,5666.69999999998,4H
20,50,35,75,0.0,-45.763000000000076,-0.8529702898659017,-48.22913672273827,0.41333333333333333,0.5438779085344484,75,-59.01733333333342,5423.6999999999925,4H
20,50,35,75,5e-05,-45.763000000000076,-0.8529702898659017,-48.22913672273827,0.41333333333333333,0.5438779085344484,75,-59.01733333333342,5423.6999999999925,4H
20,50,35,75,0.0001,-41.303000000000075,-0.7456068383990341,-48.22913672273827,0.4189189189189189,0.5799793275112848,74,-53.814864864864944,5869.6999999999925,4H
20,60,25,65,0.0,1.9029999999998473,0.1247145123265031,-22.342740286298564,0.453125,1.04932207329356,64,4.973437499999822,10190.299999999985,4H
20,60,25,65,5e-05,1.9029999999998473,0.1247145123265031,-22.342740286298564,0.453125,1.04932207329356,64,4.973437499999822,10190.299999999985,4H
20,60,25,65,0.0001,4.056999999999935,0.17592546653524363,-21.955885662840405,0.47619047619047616,1.0843834312013962,63,8.43968253968249,10405.699999999993,4H
20,60,25,70,0.0,-1.6610000000000582,0.04072013025382581,-23.15295154782488,0.5,0.9973324294051753,74,-0.24459459459467672,9833.899999999994,4H
20,60,25,70,5e-05,-1.6610000000000582,0.04072013025382581,-23.15295154782488,0.5,0.9973324294051753,74,-0.24459459459467672,9833.899999999994,4H
20,60,25,70,0.0001,0.4930000000000291,0.0913010628008168,-22.73779198508229,0.5205479452054794,1.029445022389073,73,2.675342465753458,10049.300000000003,4H
20,60,25,75,0.0,-1.3030000000000657,0.04847883873423217,-16.878997726912303,0.47619047619047616,1.0049858491813675,84,0.4488095238094347,9869.699999999993,4H
20,60,25,75,5e-05,-1.3030000000000657,0.04847883873423217,-16.878997726912303,0.47619047619047616,1.0049858491813675,84,0.4488095238094347,9869.699999999993,4H
20,60,25,75,0.0001,0.8510000000000219,0.09941473623280891,-16.56463996679808,0.4939759036144578,1.0338916708283281,83,3.02530120481929,10085.100000000002,4H
