date,open,high,low,close,volume
2026-01-21 09:00:00-05:00,1.17396,1.174085,1.172895,1.172945,-1.0
2026-01-21 09:05:00-05:00,1.172945,1.17342,1.172145,1.173275,-1.0
2026-01-21 09:10:00-05:00,1.173275,1.17343,1.17153,1.17246,-1.0
2026-01-21 09:15:00-05:00,1.17246,1.17283,1.171565,1.17177,-1.0
2026-01-21 09:20:00-05:00,1.17177,1.172295,1.171595,1.171795,-1.0
2026-01-21 09:25:00-05:00,1.171795,1.172565,1.171775,1.172415,-1.0
2026-01-21 09:30:00-05:00,1.172415,1.172815,1.17235,1.17271,-1.0
2026-01-21 09:35:00-05:00,1.17271,1.172865,1.172365,1.17267,-1.0
2026-01-21 09:40:00-05:00,1.17267,1.17278,1.172275,1.17262,-1.0
2026-01-21 09:45:00-05:00,1.17262,1.17293,1.17256,1.172675,-1.0
2026-01-21 09:50:00-05:00,1.172675,1.17299,1.172535,1.172865,-1.0
2026-01-21 09:55:00-05:00,1.172865,1.172895,1.172065,1.172485,-1.0
2026-01-21 10:00:00-05:00,1.172485,1.17286,1.172175,1.172655,-1.0
2026-01-21 10:05:00-05:00,1.172655,1.172695,1.172215,1.172365,-1.0
2026-01-21 10:10:00-05:00,1.172365,1.172585,1.17201,1.172045,-1.0
2026-01-21 10:15:00-05:00,1.172045,1.172315,1.171095,1.17118,-1.0
2026-01-21 10:20:00-05:00,1.17118,1.171305,1.170485,1.17067,-1.0
2026-01-21 10:25:00-05:00,1.17067,1.170985,1.17055,1.170865,-1.0
2026-01-21 10:30:00-05:00,1.170865,1.17156,1.170835,1.171555,-1.0
2026-01-21 10:35:00-05:00,1.171555,1.1716,1.17091,1.171035,-1.0
2026-01-21 10:40:00-05:00,1.171035,1.1714,1.170705,1.171385,-1.0
2026-01-21 10:45:00-05:00,1.171385,1.17148,1.171045,1.17122,-1.0
2026-01-21 10:50:00-05:00,1.17122,1.171255,1.170455,1.17051,-1.0
2026-01-21 10:55:00-05:00,1.17051,1.17061,1.170065,1.170205,-1.0
2026-01-21 11:00:00-05:00,1.170205,1.170555,1.170155,1.17042,-1.0
