date,open,high,low,close,volume
2024-03-14,1.095175,1.095485,1.088075,1.088305,-1.0
2024-03-15,1.088525,1.089965,1.0873,1.08877,-1.0
2024-03-18,1.0887,1.090625,1.086615,1.08722,-1.0
2024-03-19,1.08722,1.087655,1.08347,1.08658,-1.0
2024-03-20,1.0864,1.09228,1.08365,1.092195,-1.0
2024-03-21,1.0921,1.09426,1.08555,1.08599,-1.0
2024-03-22,1.086,1.08681,1.08018,1.08075,-1.0
2024-03-25,1.080905,1.08425,1.08022,1.08373,-1.0
2024-03-26,1.08375,1.08644,1.082435,1.083115,-1.0
2024-03-27,1.08325,1.08391,1.081075,1.082775,-1.0
2024-03-28,1.082685,1.0828,1.07751,1.07884,-1.0
2024-03-29,1.07896,1.080565,1.07683,1.07923,-1.0
2024-04-01,1.079325,1.07989,1.0731,1.07431,-1.0
2024-04-02,1.07415,1.0779,1.072465,1.076935,-1.0
2024-04-03,1.07705,1.083685,1.07641,1.0836,-1.0
2024-04-04,1.08345,1.087665,1.083185,1.08369,-1.0
2024-04-05,1.0836,1.0848,1.079135,1.08375,-1.0
2024-04-08,1.08385,1.086215,1.082095,1.085925,-1.0
2024-04-09,1.0858,1.08851,1.08477,1.0857,-1.0
2024-04-10,1.085725,1.086655,1.072885,1.07425,-1.0
2024-04-11,1.074375,1.075655,1.069925,1.07259,-1.0
2024-04-12,1.072865,1.072945,1.062265,1.064175,-1.0
2024-04-15,1.063575,1.06652,1.06204,1.062435,-1.0
2024-04-16,1.062425,1.065365,1.060125,1.061865,-1.0
2024-04-17,1.062325,1.06797,1.06061,1.06728,-1.0
2024-04-18,1.06707,1.069005,1.064145,1.064325,-1.0
2024-04-19,1.064425,1.067775,1.06105,1.06565,-1.0
2024-04-22,1.066115,1.06707,1.0624,1.06546,-1.0
2024-04-23,1.06553,1.07114,1.06386,1.07013,-1.0
2024-04-24,1.070325,1.07143,1.06781,1.0699,-1.0
2024-04-25,1.0698,1.074065,1.067835,1.072965,-1.0
2024-04-26,1.072875,1.075285,1.067395,1.06936,-1.0
2024-04-29,1.069675,1.07338,1.069025,1.07207,-1.0
2024-04-30,1.07215,1.073545,1.06649,1.0666,-1.0
2024-05-01,1.067325,1.073265,1.06495,1.07124,-1.0
2024-05-02,1.07135,1.073025,1.06742,1.072515,-1.0
2024-05-03,1.072545,1.081295,1.07238,1.07625,-1.0
2024-05-06,1.076275,1.07908,1.075525,1.07687,-1.0
2024-05-07,1.0768,1.07874,1.074795,1.075475,-1.0
2024-05-08,1.07558,1.07575,1.073505,1.07485,-1.0
2024-05-09,1.0748,1.078465,1.072395,1.078175,-1.0
2024-05-10,1.078125,1.079015,1.07604,1.07714,-1.0
2024-05-13,1.077225,1.080685,1.076575,1.078975,-1.0
2024-05-14,1.07885,1.082575,1.0767,1.0819,-1.0
2024-05-15,1.081905,1.08862,1.08131,1.08844,-1.0
2024-05-16,1.08815,1.0895,1.085445,1.0867,-1.0
2024-05-17,1.086725,1.08785,1.08357,1.08689,-1.0
2024-05-20,1.086875,1.088445,1.085415,1.085675,-1.0
2024-05-21,1.08575,1.08748,1.084275,1.085385,-1.0
2024-05-22,1.085455,1.086355,1.081745,1.082265,-1.0
2024-05-23,1.082375,1.086105,1.080485,1.081515,-1.0
2024-05-24,1.081425,1.085785,1.08055,1.0847,-1.0
2024-05-27,1.084525,1.08675,1.08407,1.08586,-1.0
2024-05-28,1.086,1.088905,1.085425,1.085665,-1.0
2024-05-29,1.085875,1.086155,1.08001,1.080115,-1.0
2024-05-30,1.08028,1.084515,1.07884,1.08318,-1.0
2024-05-31,1.08335,1.088235,1.08112,1.08474,-1.0
2024-06-03,1.08484,1.090475,1.082785,1.09044,-1.0
2024-06-04,1.090225,1.0916,1.085895,1.087915,-1.0
2024-06-05,1.08808,1.089185,1.08545,1.08682,-1.0
2024-06-06,1.087025,1.090205,1.08619,1.088885,-1.0
2024-06-07,1.0892,1.09029,1.079925,1.080165,-1.0
2024-06-10,1.07695,1.07816,1.073275,1.076505,-1.0
2024-06-11,1.076415,1.077355,1.07195,1.07405,-1.0
2024-06-12,1.074175,1.08523,1.073465,1.080895,-1.0
2024-06-13,1.08089,1.081645,1.07329,1.0737,-1.0
2024-06-14,1.074,1.074495,1.06676,1.07053,-1.0
2024-06-17,1.070575,1.07378,1.06864,1.07344,-1.0
2024-06-18,1.073105,1.076155,1.071005,1.073955,-1.0
2024-06-19,1.074025,1.075345,1.072475,1.07426,-1.0
2024-06-20,1.07458,1.07488,1.07018,1.07021,-1.0
2024-06-21,1.070325,1.072055,1.067105,1.06923,-1.0
2024-06-24,1.069075,1.074645,1.06837,1.07329,-1.0
2024-06-25,1.07337,1.074415,1.06907,1.07144,-1.0
2024-06-26,1.07145,1.071795,1.06661,1.06806,-1.0
2024-06-27,1.06785,1.072645,1.067705,1.070375,-1.0
2024-06-28,1.070325,1.07247,1.068535,1.07127,-1.0
2024-07-01,1.0744,1.077645,1.071955,1.074055,-1.0
2024-07-02,1.073725,1.074715,1.071005,1.07452,-1.0
2024-07-03,1.07455,1.081685,1.073625,1.078735,-1.0
2024-07-04,1.07867,1.081395,1.078355,1.08127,-1.0
2024-07-05,1.08118,1.08427,1.079945,1.084005,-1.0
2024-07-08,1.081275,1.084515,1.08115,1.08239,-1.0
2024-07-09,1.082425,1.083345,1.08054,1.08137,-1.0
2024-07-10,1.08143,1.083075,1.081095,1.083005,-1.0
2024-07-11,1.082795,1.08999,1.08278,1.086815,-1.0
2024-07-12,1.086775,1.09114,1.08618,1.09057,-1.0
2024-07-15,1.089305,1.092235,1.088345,1.089415,-1.0
2024-07-16,1.08953,1.09055,1.087165,1.08996,-1.0
2024-07-17,1.09,1.09481,1.08952,1.093925,-1.0
2024-07-18,1.0939,1.0941,1.08936,1.089665,-1.0
2024-07-19,1.089825,1.090185,1.08757,1.08822,-1.0
2024-07-22,1.088475,1.090295,1.087315,1.08912,-1.0
2024-07-23,1.088925,1.08967,1.0844,1.085335,-1.0
2024-07-24,1.085375,1.086655,1.082575,1.08398,-1.0
2024-07-25,1.084025,1.086995,1.082835,1.084585,-1.0
2024-07-26,1.08465,1.086825,1.08422,1.0856,-1.0
2024-07-29,1.08585,1.086995,1.080275,1.08212,-1.0
2024-07-30,1.082325,1.083575,1.07983,1.081505,-1.0
